OBJECTID,ZO_ZONE,ZO_ORDINANCE,ZO_SPEC_CODE,ZO_PROJ_NUM,ZO_UPDATE_NUM,ZO_ZONE_DATE,ZO_ZONE_ORD,ZO_UPD_DATE,agstype,SHAPE_Length,SHAPE_Area,ZO_MAINT_TASK_ID,ZO_GIS_START_DATE,ZO_GIS_END_DATE
136,GB,1993 R,, , ,1900-01-01T00:00:00.000Z,GB    1993,2012-04-16T00:00:00.000Z,GB,7602.22695144696,2439586.00209606, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
137,GB,1993 R,NONE,ZMAP-2010-0002,191,2011-07-11T00:00:00.000Z,GB    1993,2012-04-16T00:00:00.000Z,GB,3842.24589333238,912135.394145272, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
138,GB,1993 R,NONE,ZMAP-2011-0001,200,2011-11-09T00:00:00.000Z,GB    1993,2012-04-16T00:00:00.000Z,GB,3668.25198625325,460384.028866965, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
139,GB,1993 R,,ZMAP-1999-0001,Z2000-0033,1999-06-16T00:00:00.000Z,GB    1993,2012-04-16T00:00:00.000Z,GB,719.260119599468,2382.91925984246, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
140,GB,1993 R,,ZMAP-1999-0001,Z2000-0033,1999-06-16T00:00:00.000Z,GB    1993,2012-04-16T00:00:00.000Z,GB,275.214827639028,255.679904057822, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
141,GB,1993 R,,ZMAP-1999-0001,Z2000-0033,1999-06-16T00:00:00.000Z,GB    1993,2012-04-16T00:00:00.000Z,GB,74.0512140233671,22.1586230049838, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
142,JLMA1,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA1 1993,2012-04-16T00:00:00.000Z,JLMA1,19661.1472650626,9393546.62656759, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
143,JLMA1,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA1 1993,2012-04-16T00:00:00.000Z,JLMA1,11548.6660944061,3534955.37266152, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
144,JLMA1,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA1 1993,2012-04-16T00:00:00.000Z,JLMA1,1373.89065332554,99066.6859902357, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
145,JLMA1,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA1 1993,2012-04-16T00:00:00.000Z,JLMA1,4624.21457527107,550428.537138909, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
146,JLMA1,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA1 1993,2012-04-16T00:00:00.000Z,JLMA1,2477.56441347531,315705.580239903, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
147,JLMA1,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA1 1993,2012-04-16T00:00:00.000Z,JLMA1,4643.57568702107,542780.388456444, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
148,JLMA1,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA1 1993,2012-04-16T00:00:00.000Z,JLMA1,1119.00253990384,75368.4746366817, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
149,JLMA1,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA1 1993,2012-04-16T00:00:00.000Z,JLMA1,7835.40615233415,3083960.32345875, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
150,JLMA1,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA1 1993,2012-04-16T00:00:00.000Z,JLMA1,7380.85887494926,2637908.18040481, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
151,JLMA1,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA1 1993,2012-04-16T00:00:00.000Z,JLMA1,1180.88651472139,44976.3369039454, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
152,JLMA1,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA1 1993,2017-10-04T00:00:00.000Z,JLMA1,964.452472091801,30256.4571661273, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
153,JLMA1,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA1 1993,2017-10-04T00:00:00.000Z,JLMA1,1188.27682196762,83237.7719260089, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
154,JLMA2,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA2 1993,2012-04-16T00:00:00.000Z,JLMA2,4679.73215784483,1176628.4086617, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
155,JLMA2,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA2 1993,2012-04-16T00:00:00.000Z,JLMA2,26891.2477584379,10667737.6409707, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
156,JLMA2,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA2 1993,2012-04-16T00:00:00.000Z,JLMA2,9368.40786585371,3046353.96151026, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
157,JLMA2,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA2 1993,2012-04-16T00:00:00.000Z,JLMA2,9918.46782558399,2167934.28323394, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
158,JLMA2,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA2 1993,2012-04-16T00:00:00.000Z,JLMA2,1550.64478997568,105816.164954838, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
159,JLMA2,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA2 1993,2012-04-16T00:00:00.000Z,JLMA2,12396.4828034792,4535525.32310579, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
160,JLMA2,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA2 1993,2012-04-16T00:00:00.000Z,JLMA2,5052.89604547348,892168.662120034, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
161,JLMA2,1993 R,NV, , ,1900-01-01T00:00:00.000Z,JLMA2 1993,2012-04-16T00:00:00.000Z,JLMA2,2927.58361221999,231044.33682414, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
162,JLMA2,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA2 1993,2012-04-16T00:00:00.000Z,JLMA2,6706.11293768399,2445116.2579, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
163,JLMA20,1993 R,NV, , ,1900-01-01T00:00:00.000Z,JLMA201993,2012-04-16T00:00:00.000Z,JLMA20,27801.8550981432,3276017.65273893, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
164,JLMA20,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA20 R93,2018-09-14T00:00:00.000Z,JLMA20,66763.2903970467,19984893.5475924, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
165,JLMA3,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA3 1993,2012-04-16T00:00:00.000Z,JLMA3,1492.59080038764,138752.004025097, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
166,JLMA3,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA3 1993,2012-04-16T00:00:00.000Z,JLMA3,802.207155276974,34385.6196467697, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
167,JLMA3,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA3 1993,2012-04-16T00:00:00.000Z,JLMA3,284.064701881842,4450.91597166862, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
168,JLMA3,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA3 1993,2012-04-16T00:00:00.000Z,JLMA3,25063.2305060873,20572208.7455471, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
169,JLMA3,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA3 1993,2012-04-16T00:00:00.000Z,JLMA3,23862.8437478323,17069309.3959435, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
170,JLMA3,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA3 1993,2012-04-16T00:00:00.000Z,JLMA3,2490.77886780137,361741.544213151, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
171,JLMA3,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA3 1993,2012-04-16T00:00:00.000Z,JLMA3,3887.81279813425,655104.016421174, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
172,JLMA3,1993 R,NV, , ,1900-01-01T00:00:00.000Z,JLMA3 1993,2012-04-16T00:00:00.000Z,JLMA3,110031.802655635,86829826.8704107, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
173,JLMA3,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA3 1993,2012-04-16T00:00:00.000Z,JLMA3,7738.11642022853,3672045.35072005, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
174,JLMA3,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA3 1993,2012-04-16T00:00:00.000Z,JLMA3,8822.31199140895,1564560.0608998, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
175,JLMA3,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA3 1993,2012-04-16T00:00:00.000Z,JLMA3,10341.5517522683,5259652.04372805, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
176,JLMA3,1993 R,, , ,1900-01-01T00:00:00.000Z,JLMA3 1993,2012-04-16T00:00:00.000Z,JLMA3,7248.63413254196,2111698.36629004, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
177,JLMA3,1993 R,NV,,00022,1900-01-02T00:00:00.000Z,JLMA3 R93,2016-03-22T00:00:00.000Z,JLMA3,14182.4212165616,4514844.95551086, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
178,MRHI,1993 R,, , ,1900-01-01T00:00:00.000Z,MRHI  1993,2015-05-13T00:00:00.000Z,MRHI,33681.5251703318,33635474.3924303, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
179,MRHI,1993 R,,ZMAP-1999-0010, ,2000-10-20T00:00:00.000Z,MRHI  1993,2012-04-16T00:00:00.000Z,MRHI,6275.3251086089,657468.03253531, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
180,MRHI,1993 R,,ZMAP-1999-0004,Z2001-0015,2001-06-04T00:00:00.000Z,MRHI  1993,2012-04-16T00:00:00.000Z,MRHI,6814.17049483252,2330898.24464908, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
181,MRHI,1993 R,,ZMAP-1990-0009, ,1992-05-19T00:00:00.000Z,MRHI  1993,2015-05-13T00:00:00.000Z,MRHI,8766.47316310287,3483873.01700167, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
182,MRHI,1993 R,, , ,1900-01-01T00:00:00.000Z,MRHI  1993,2012-04-16T00:00:00.000Z,MRHI,24155.1739369822,20344339.4981124, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
183,MRHI,1993 R,,ZMAP-2002-0018, ,2004-04-06T00:00:00.000Z,MRHI  1993,2015-04-02T00:00:00.000Z,MRHI,12526.159095507,8133232.63073, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
184,MRHI,1993 R,, , ,1900-01-01T00:00:00.000Z,MRHI  1993,2018-02-07T00:00:00.000Z,MRHI,33988.4302951752,22980255.6981557, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
185,MRHI,1993 R,NV,ZMAP-2009-0004,,2011-01-04T00:00:00.000Z,MR-HI 93R,2015-05-13T00:00:00.000Z,MRHI,13164.8419778092,6516237.71627547, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
186,MRHI,1993 R,NV,ZMAP-2009-0003,194,2011-01-04T00:00:00.000Z,MRHI 93R,2015-05-13T00:00:00.000Z,MRHI,17155.3526435201,11695454.7350068, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
187,PDAAAR,1993 R,,ZMAP-1999-0011,Z2002-0005,2001-01-16T00:00:00.000Z,PDAAAR1993,2012-04-16T00:00:00.000Z,PDAAAR,2029.41631120801,239893.265614529, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
188,PDAAAR,1993 R,,ZMAP-2002-0016, ,2003-07-21T00:00:00.000Z,PDAAAR1993,2012-04-16T00:00:00.000Z,PDAAAR,15838.117731717,13086912.3725998, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
189,PDAAAR,1993 R,,ZMAP-1994-0001,Z2001-0001,1995-08-02T00:00:00.000Z,PDAAAR1993,2012-04-16T00:00:00.000Z,PDAAAR,12141.3364852981,3832811.23253795, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
190,PDAAAR,1993 R,,ZMAP-2005-0026,,2006-12-19T00:00:00.000Z,PDAAAR1993,2017-02-06T00:00:00.000Z,PDAAAR,11824.4031100601,5380778.98347707, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
191,PDAAAR,1993 R,NV,ZMAP-2005-0020,0,2007-10-16T00:00:00.000Z,PDAAAR1993,2015-09-25T00:00:00.000Z,PDAAAR,19001.1894301801,11119650.6037585, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
192,PDAAAR,1993 R,NV,ZMAP-2005-0043,112,2007-07-17T00:00:00.000Z,PDAAAR1993,2018-09-14T00:00:00.000Z,PDAAAR,4967.10608565393,59579.1664287474, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
193,PDAAAR,1993 R,NONE,ZMAP-2012-0003, ,2013-07-17T00:00:00.000Z,PDAAAR R93,2013-12-26T00:00:00.000Z,PDAAAR,3661.89458228404,731023.843475847, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
194,PDAAAR,1993 R,NV,ZMAP-2005-0020,0,2007-10-16T00:00:00.000Z,PDAAAR1993,2012-04-16T00:00:00.000Z,PDAAAR,421.779794996452,569.984501975856, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
195,PDAAAR,1993 R,NV,ZMAP-2013-0002,NO VALUE,2015-07-15T00:00:00.000Z,93R PDAAAR,2018-10-01T00:00:00.000Z,PDAAAR,4770.94524103516,712777.954421523, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
196,PDCCCC,1993 R,,ZMAP-1987-0018, ,1992-04-07T00:00:00.000Z,PDCCCC1993,2012-04-16T00:00:00.000Z,PDCCCC,3250.36970261038,586304.751264432, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
197,PDCCCC,1993 R,,ZMAP-1997-0009, ,2004-12-21T00:00:00.000Z,PDCCCC1993,2012-04-16T00:00:00.000Z,PDCCCC,4362.96591247708,939660.68909495, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
198,PDCCCC,1993 R,NV,ZMAP-1986-0026,Z2000-0034,1987-06-15T00:00:00.000Z,PDCCCC1993,2012-04-16T00:00:00.000Z,PDCCCC,3235.66966804005,608416.124718709, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
199,PDCCCC,1993 R,,ZMAP-1992-0005,Z2000-0050,1993-10-06T00:00:00.000Z,PDCCCC1993,2012-04-16T00:00:00.000Z,PDCCCC,3156.83296906216,551511.289031955, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
200,PDCCCC,1993 R,NV,ZMAP-2005-0008,,2007-01-16T00:00:00.000Z,PDCCCC1993,2015-02-06T00:00:00.000Z,PDCCCC,2990.09722700222,340362.148008898, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
201,PDCCCC,1993 R,, , ,1900-01-01T00:00:00.000Z,PDCCCC1993,2012-04-16T00:00:00.000Z,PDCCCC,1417.80797406914,108514.796381335, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
202,PDCCCC,1993 R,, , ,1900-01-01T00:00:00.000Z,PDCCCC1993,2012-04-16T00:00:00.000Z,PDCCCC,4321.96288963566,490651.836212383, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
203,PDCCCC,1993,28, , ,1900-01-01T00:00:00.000Z,PDCCCC1993,2017-11-21T00:00:00.000Z,PDCCCC,1319.46680776116,106667.725323637, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
204,PDCCCC,1993 R,NV,ZMAP-2014-0005, ,2015-07-15T00:00:00.000Z,PDCCCC R93,2017-11-21T00:00:00.000Z,PDCCCC,4222.94187599688,660962.577247952, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
205,PDCCCC,1993 R,,ZMAP-2012-0013, ,2015-01-21T00:00:00.000Z,PDCCCC93R,2015-04-29T00:00:00.000Z,PDCCCC,3825.4130741313,918957.568076674, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
206,PDCCCC,1993 R,NV, , ,1900-01-01T00:00:00.000Z,PDCCCC1993,2012-04-16T00:00:00.000Z,PDCCCC,1034.62159526678,64035.3401296539, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
207,PDCCCC,1993 R,NV,ZMAP-2003-0008, ,2005-07-19T00:00:00.000Z,PDCCCC1993,2012-04-16T00:00:00.000Z,PDCCCC,5323.63904799798,966596.447123582, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
208,PDCCCC,1993 R,,ZMAP-2003-0001, ,2004-05-04T00:00:00.000Z,PDCCCC1993,2012-04-16T00:00:00.000Z,PDCCCC,5180.37002271548,1068446.16694493, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
209,PDCCCC,1993 R,,ZMAP-2004-0024,0,2007-10-16T00:00:00.000Z,PDCCCC1993,2012-04-16T00:00:00.000Z,PDCCCC,5352.66058063352,589638.577720178, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
210,PDCCCC,1993 R,NV,ZMAP-2006-0024,134,2007-12-04T00:00:00.000Z,PDCCCC1993,2012-04-16T00:00:00.000Z,PDCCCC,4385.14130706666,428484.810749506, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
211,PDCCCC,1993 R,NV,ZMAP-2007-0011,160,2009-07-21T00:00:00.000Z,PDCCCC1993,2012-04-16T00:00:00.000Z,PDCCCC,3967.52296418585,587005.743534619, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
212,PDCCCC,1993 R,NV,ZMAP-1986-0026,Z2000-0034,1987-06-15T00:00:00.000Z,PDCCCC1993,2012-04-16T00:00:00.000Z,PDCCCC,309.576524370354,4314.08344899713, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
213,PDCCCC,1993,NV, , ,1900-01-01T00:00:00.000Z,PDCCCC1993,1900-01-01T00:00:00.000Z,PDCCCC,1300.69123582156,29279.0148471862, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
214,PDCCCC,1993 R,NV,ZMAP-2007-0011,160,2009-07-21T00:00:00.000Z,PDCCCC1993,2012-04-16T00:00:00.000Z,PDCCCC,1190.39135098132,26841.2024247703, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
215,PDCCCC,1993 R,28,ZMAP-2002-0017,197,2011-07-19T00:00:00.000Z,PDCCCC1993,2015-10-08T00:00:00.000Z,PDCCCC,3707.32483045762,636458.615752145, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
216,PDCCCC,1993 R,28,ZMAP-2002-0017,197,2011-07-19T00:00:00.000Z,PDCCCC1993,2012-04-16T00:00:00.000Z,PDCCCC,6.40758209001304,0.97954750348568, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
217,PDCCCC,1993 R,NV,ZRTD-2013-0008, ,2014-05-14T00:00:00.000Z,PDCCCC 93R,2014-08-08T00:00:00.000Z,PDCCCC,1336.76423880877,110773.726758892, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
218,PDCCCC,1993 R,NV,ZMAP-2006-0024,134,2007-12-04T00:00:00.000Z,PDCCCC1993,2012-04-16T00:00:00.000Z,PDCCCC,96.595993313984,0.395474533260355, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
219,PDCCCC,1993 R,NV,ZMAP-2005-0008,,2007-01-16T00:00:00.000Z,PDCCCC1993,2012-04-16T00:00:00.000Z,PDCCCC,36.9263629132123,0.201295524260971, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
220,PDCCCC,1993 R,NV,ZMAP-2013-0002,NO VALUE,2015-07-15T00:00:00.000Z,93R PDCCCC,2015-09-25T00:00:00.000Z,PDCCCC,3440.85934742067,628730.319239442, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
221,PDCCCC,1993 R,NV,ZMAP-2012-0006, ,2015-09-02T00:00:00.000Z,PDCCCC R93,2018-10-01T00:00:00.000Z,PDCCCC,4021.16001566781,949953.993369337, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
222,PDCCCC,1993 R,NV,ZMAP-2014-0008, 00003,2015-11-04T00:00:00.000Z,PDCCCC R93,2015-11-09T00:00:00.000Z,PDCCCC,2934.18443994672,403155.220745565, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
223,PDCCCC,1993 R,NONE,ZMAP-2015-0001,,2016-09-22T00:00:00.000Z,PDCCCC 93R,2018-03-12T00:00:00.000Z,PDCCCC,3703.45367008205,714081.678653441, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
224,PDCCCC,1993 R,NV,ZMAP-2013-0003,NO VALUE,2018-03-06T00:00:00.000Z,PDCCCC 93R,2018-03-07T00:00:00.000Z,PDCCCC,2416.47099458068,283137.201922761, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
225,PDCCCC,1993 R,NV,ZMAP-2016-0005,NO VALUE,2018-03-14T00:00:00.000Z,PDCCCC 93R,2018-03-15T00:00:00.000Z,PDCCCC,3490.4527468899,295422.583284366, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
226,PDCCNC,1993 R,,ZMAP-1995-0013, ,1996-07-17T00:00:00.000Z,PDCCNC1993,2012-04-16T00:00:00.000Z,PDCCNC,1453.42547560509,133373.46237182, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
227,PDCCNC,1993 R,,ZMAP-2002-0010, ,2003-12-15T00:00:00.000Z,PDCCNC1993,2012-04-16T00:00:00.000Z,PDCCNC,2375.00864577038,308622.588997983, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
228,PDCCNC,1993 R,,ZMAP-2009-0006,186,2010-09-13T00:00:00.000Z,PDCCNC1993,2012-04-16T00:00:00.000Z,PDCCNC,1221.55889196419,94963.0285479211, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
229,PDCCNC,1993 R,NV,ZMAP-2012-0023,00034,2016-06-07T00:00:00.000Z,PDCCNC R93,2016-06-21T00:00:00.000Z,PDCCNC,1630.35990869491,165666.348266519, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
230,PDCCNC,1993 R,NV,ZMAP-1990-0014,NO VALUE,1991-12-17T00:00:00.000Z,PDCCNC R93,2018-06-18T00:00:00.000Z,PDCCNC,1738.78037568228,180213.665122349, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
231,PDCCRC,1993,28,ZMAP-1989-0024, ,1990-02-20T00:00:00.000Z,PDCCRC1993,1900-01-01T00:00:00.000Z,PDCCRC,5952.18056262228,1255976.41911935, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
232,PDCCRC,1993 R,28,ZMAP-1995-0015, ,1996-06-18T00:00:00.000Z,PDCCRC1993,2018-02-15T00:00:00.000Z,PDCCRC,13896.6411220969,6319633.47597722, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
233,PDCCRC,1993 R,28,ZMAP-2015-0005, 00015,2016-01-13T00:00:00.000Z,PDCCRC R93,2016-01-27T00:00:00.000Z,PDCCRC,1045.87677789721,55131.924473701, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
234,PDCCRC,1993 R,NV,ZMAP-2006-0015,130,2007-12-04T00:00:00.000Z,PDCCRC1993,2012-04-16T00:00:00.000Z,PDCCRC,1.31691471779843,0.0209650010465086, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
235,PDCCRC,1993 R,NV,ZMAP-2004-0016,NO VALUE,2007-06-19T00:00:00.000Z,PDCCRD93R,2015-10-07T00:00:00.000Z,PDCCRC,8405.6276419096,3475624.30814089, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
236,PDCCRC,1993 R,NV,ZMAP-2016-0020,NO VALUE,2017-11-15T00:00:00.000Z,PDCCRC 93R,2017-11-16T00:00:00.000Z,PDCCRC,2893.5785433446,424115.643433698, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
237,PDCCRC,1993 R,NV,ZMAP-2006-0015,00012,2007-12-04T00:00:00.000Z,93R PDCCRC,2018-10-25T00:00:00.000Z,PDCCRC,5236.83023588748,184906.505217221, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
238,PDCCRC,1993 R,NV,ZMAP-2005-0035,106,2007-06-19T00:00:00.000Z,PDCCRC93R,2015-04-15T00:00:00.000Z,PDCCRC,10507.681146701,3247155.00415337, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
239,PDCCRC,1993 R,NV,ZMAP-2016-0013,NO VALUE,2018-10-18T00:00:00.000Z,93R PDCCRC,2018-10-25T00:00:00.000Z,PDCCRC,622.712274479649,12927.5141041542, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
240,PDCCSC,1993,28,ZMAP-1993-0004, ,1995-06-21T00:00:00.000Z,PDCCSC 93,2018-10-15T00:00:00.000Z,PDCCSC,12015.5656680331,2387390.09771346, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
241,PDCCSC,1993 R,,ZMAP-1994-0012,Z2001-0008,1996-03-20T00:00:00.000Z,PDCCSC1993,2012-04-16T00:00:00.000Z,PDCCSC,6715.17028400527,1822804.94690024, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
242,PDCCSC,1993 R,,ZMAP-1987-0016, ,1989-10-17T00:00:00.000Z,PDCCSC1993,2012-04-16T00:00:00.000Z,PDCCSC,3530.11489765762,708231.94172228, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
243,PDCCSC,1993,NV,ZMAP-1994-0004, ,1994-07-06T00:00:00.000Z,PDCCSC1993,1900-01-01T00:00:00.000Z,PDCCSC,5545.17330460526,1632843.2691419, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
244,PDCCSC,1993,28,ZMAP-1996-0005, ,1996-07-03T00:00:00.000Z,PDCCSC1993,1900-01-01T00:00:00.000Z,PDCCSC,1658.82370983832,150847.283475568, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
