OBJECTID,ZO_ZONE,ZO_ORDINANCE,ZO_SPEC_CODE,ZO_PROJ_NUM,ZO_UPDATE_NUM,ZO_ZONE_DATE,ZO_ZONE_ORD,ZO_UPD_DATE,agstype,SHAPE_Length,SHAPE_Area,ZO_MAINT_TASK_ID,ZO_GIS_START_DATE,ZO_GIS_END_DATE
555,PDIP,1993 R,NV,ZMAP-2012-0006, ,2015-09-02T00:00:00.000Z,PDIP R93,2015-10-06T00:00:00.000Z,PDIP,8690.91131123136,3044973.32751206, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
556,PDIP,1993 R,28,ZRTD-2011-0003, ,2012-05-15T00:00:00.000Z,PDIP  93 R,2013-12-26T00:00:00.000Z,PDIP,9917.75886462845,2780484.68234033, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
557,PDIP,1993 R,NV,ZMAP-1993-0005,Z2000-0048,1995-11-16T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,8131.04340536931,2381255.88725234, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
558,PDIP,1993,28,ZMAP-1999-0003,Z2000-0027,1999-10-06T00:00:00.000Z,PDIP  1993,1900-01-01T00:00:00.000Z,PDIP,1064.36648349001,65795.4009723275, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
559,PDIP,1972,28, , ,1900-01-01T00:00:00.000Z,PDIP  1972,1900-01-01T00:00:00.000Z,PDIP,2008.3178706499,240702.2659039, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
560,PDIP,1993,28, , ,1900-01-01T00:00:00.000Z,PDIP  1993,1900-01-01T00:00:00.000Z,PDIP,2669.65503960773,293247.841501691, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
561,PDIP,1972,28,ZMAP-1984-0012, ,1985-02-19T00:00:00.000Z,PDIP  1972,1900-01-01T00:00:00.000Z,PDIP,2353.46660373038,94067.4194963691, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
562,PDIP,1993,28, , ,1900-01-01T00:00:00.000Z,PDIP  1993,1900-01-01T00:00:00.000Z,PDIP,514.014509197637,15714.4651158587, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
563,PDIP,1993 R,,ZMAP-1994-0017, ,1995-11-19T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,4095.07057842224,43346.7210869751, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
564,PDIP,1993 R,, , ,1900-01-01T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,2827.87430427716,307027.989457822, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
565,PDIP,1972,28, , ,1900-01-01T00:00:00.000Z,PDIP  1972,1900-01-01T00:00:00.000Z,PDIP,4060.53871353195,586691.756087376, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
566,PDIP,1993,28, , ,1900-01-01T00:00:00.000Z,PDIP  1993,1900-01-01T00:00:00.000Z,PDIP,4215.79936376156,659369.307372666, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
567,PDIP,1972,28,ZMAP-1987-0020, ,1987-10-19T00:00:00.000Z,PDIP  1972,1900-01-01T00:00:00.000Z,PDIP,2717.55554097316,450157.48929105, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
568,PDIP,1972,28,ZMAP-1988-0013, ,1989-11-06T00:00:00.000Z,PDIP  1972,1900-01-01T00:00:00.000Z,PDIP,5628.97306114016,1643357.58294272, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
569,PDIP,1993 R,28,ZRTD-2017-0007,,2017-12-13T00:00:00.000Z,PDIP  R93,2017-12-14T00:00:00.000Z,PDIP,2724.24467537842,436578.235415844, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
570,PDIP,1972,28, , ,1900-01-01T00:00:00.000Z,PDIP  1972,2017-09-14T00:00:00.000Z,PDIP,6645.77913542071,809232.637740671, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
571,PDIP,1993 R,28,ZRTD-2012-0003,212,2012-07-17T00:00:00.000Z,PDIP  1993,2013-03-22T00:00:00.000Z,PDIP,1339.88421959219,104753.606950109, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
572,PDIP,1993 R,28,ZMAP-2006-0022, ,2007-01-09T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,3335.48899622781,717467.005793096, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
573,PDIP,1993 R,28,ZRTD-2013-0005,188,2014-07-09T00:00:00.000Z,PDIP   93R,2014-08-08T00:00:00.000Z,PDIP,13093.338589514,3269345.84063415, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
574,PDIP,1993 R,28,ZMAP-2005-0012, ,2005-06-07T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,4507.06860659913,1023769.94827931, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
575,PDIP,1972,28, , ,1900-01-01T00:00:00.000Z,PDIP  1972,1900-01-01T00:00:00.000Z,PDIP,730.781847040136,21539.2091670282, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
576,PDIP,1993,28, , ,1900-01-01T00:00:00.000Z,PDIP  1993,1900-01-01T00:00:00.000Z,PDIP,1085.6186723016,68587.6515366623, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
577,PDIP,1972,28, , ,1900-01-01T00:00:00.000Z,PDIP  1972,1900-01-01T00:00:00.000Z,PDIP,6320.2015989616,2181027.25746903, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
578,PDIP,1993 R,28,ZMAP-2007-0009, ,2008-12-08T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,2326.58915915209,302389.058501125, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
579,PDIP,1993 R,, , ,1900-01-01T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,10720.2856755175,4210182.39045575, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
580,PDIP,1993 R,, , ,1900-01-01T00:00:00.000Z,PDIP  1993,2015-03-17T00:00:00.000Z,PDIP,7948.26912423302,3392805.46949127, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
581,PDIP,1993 R,,ZMAP-2003-0008, ,2005-07-19T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,3627.45379866653,660401.539697506, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
582,PDIP,1993 R,, , ,1900-01-01T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,9788.59294043091,3299815.30375857, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
583,PDIP,1993,28, , ,1900-01-01T00:00:00.000Z,PDIP  1993,1900-01-01T00:00:00.000Z,PDIP,1459.54113284432,132264.717995516, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
584,PDIP,1972,28, , ,1900-01-01T00:00:00.000Z,PDIP  1972,1900-01-01T00:00:00.000Z,PDIP,2709.19789510245,367014.47680571, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
585,PDIP,1993 R,28,ZRTD-2015-0006, ,2015-10-07T00:00:00.000Z,PDIP  R93,2016-10-13T00:00:00.000Z,PDIP,1906.14487704539,241287.2361494, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
586,PDIP,1993 R,, , ,1900-01-01T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,8982.03300796276,882465.902711138, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
587,PDIP,1993 R,28,ZRTD-2017-0009, ,2006-01-10T00:00:00.000Z,PDIP  93R,2018-02-15T00:00:00.000Z,PDIP,3746.10672054868,888328.561479951, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
588,PDIP,1993 R,,ZMAP-2002-0013, ,2005-12-06T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,2599.37924825801,407455.052510688, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
589,PDIP,1993 R,,ZMAP-2005-0036, ,2005-11-09T00:00:00.000Z,PDIP  1993,2015-01-26T00:00:00.000Z,PDIP,7020.81623736893,2241343.24552318, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
590,PDIP,1972,28,ZMAP-1986-0002, ,1986-09-15T00:00:00.000Z,PDIP  1972,1900-01-01T00:00:00.000Z,PDIP,868.916111663198,29717.3259654881, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
591,PDIP,1993 R,28,ZMAP-2005-0037, ,2006-03-14T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,3494.24871993113,588714.67565433, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
592,PDIP,1993 R,,ZMAP-2005-0036, ,2005-11-09T00:00:00.000Z,PDIP  1993,2018-02-07T00:00:00.000Z,PDIP,16883.9244894097,12661738.2167903, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
593,PDIP,1993,NV, , ,1900-01-01T00:00:00.000Z,PDIP  1993,1900-01-01T00:00:00.000Z,PDIP,9110.48207408472,83521.1067695244, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
594,PDIP,1993 R,28,ZMAP-2006-0020,0,2007-02-20T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,2275.19415291509,256148.310906821, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
595,PDIP,1993 R,,ZMAP-1994-0017, ,1995-11-19T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,9598.7286012409,2314551.99368061, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
596,PDIP,1993 R,28,ZRTD-2016-0010,,2017-06-14T00:00:00.000Z,PDIP  R93,2017-11-16T00:00:00.000Z,PDIP,2765.60462151863,436490.056885296, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
597,PDIP,1993 R,,ZMAP-2012-0017,00011,2015-10-07T00:00:00.000Z,PDIP  R93,2018-10-01T00:00:00.000Z,PDIP,7679.4242512626,2652779.31293234, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
598,PDIP,1993 R,28, , ,1900-01-01T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,1357.67280482749,80557.7316515931, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
599,PDIP,1993 R,,ZMAP-1997-0004, ,1998-07-15T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,91.860043245907,71.5687254785659, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
600,PDIP,1993 R,28,ZMAP-2008-0003,132,2008-06-09T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,3015.51609580251,555562.233843007, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
601,PDIP,1993 R,,ZMAP-1997-0004, ,1998-07-15T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,21.4441295884747,3.19401700756419, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
602,PDIP,1972,NV,,0,1900-01-01T00:00:00.000Z,PDIP  1972,2011-05-20T00:00:00.000Z,PDIP,2349.6525600792,266973.149667219, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
603,PDIP,1993 R,NV,ZMAP-2006-0025, ,2007-11-20T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,2072.81637507624,266177.059320603, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
604,PDIP,1993 R,28,ZMAP-2008-0019,142,2009-05-05T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,2680.50420510854,436829.423562752, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
605,PDIP,1972,28, ,NO VALUE,1900-01-01T00:00:00.000Z,PDIP  1972,2009-01-07T00:00:00.000Z,PDIP,1134.1287232108,79062.3940632457, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
606,PDIP,1993 R,28,ZMAP-2008-0008, ,2009-03-09T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,2265.03235180753,266150.604974691, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
607,PDIP,1993 R,28, ,158,1900-01-01T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,923.38881467938,43498.7554734539, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
608,PDIP,1993 R,28,ZMAP-2008-0013,146,2009-03-03T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,5085.01335412543,1441505.4725827, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
609,PDIP,1993 R,28,ZRTD-2009-0002,167,2009-10-13T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,1234.37551775008,95342.2832181065, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
610,PDIP,1993 R,28,ZRTD-2009-0003,175,2010-05-10T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,3214.19204509467,607655.576782236, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
611,PDIP,1993 R,,ZMAP-2006-0011,176,2010-05-04T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,2031.69754423776,221320.813670151, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
612,PDIP,1972,NV, , ,1900-01-01T00:00:00.000Z,PDIP  1972,1900-01-01T00:00:00.000Z,PDIP,9411.92812573924,1113592.37768067, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
613,PDIP,1993,NV, , ,1900-01-01T00:00:00.000Z,PDIP  1993,1900-01-01T00:00:00.000Z,PDIP,14287.228446163,1389132.58366421, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
614,PDIP,1993 R,,ZMAP-1989-0038, ,1991-07-02T00:00:00.000Z,PDIP  1993,2015-10-07T00:00:00.000Z,PDIP,2952.11567390095,547640.412851223, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
615,PDIP,1993,NV, , ,1900-01-01T00:00:00.000Z,PDIP  1993,2019-01-22T00:00:00.000Z,PDIP,46944.603745263,16504880.8407848, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
616,PDIP,1993 R,28,ZMAP-2008-0023,182,2010-03-02T00:00:00.000Z,PDIP  1993,2017-11-21T00:00:00.000Z,PDIP,1451.13010155291,125643.893018803, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
617,PDIP,1993 R,NV,ZRTD-2011-0001,198,2011-09-12T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,3250.449289134,518070.095407145, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
618,PDIP,1993 R,NV,ZMAP-2007-0006,187,2011-01-31T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,1273.84256364156,69708.5680953568, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
619,PDIP,1993 R,28,ZRTD-2012-0005,213,2013-01-02T00:00:00.000Z,PDIP  1993,2013-03-22T00:00:00.000Z,PDIP,3267.74396059725,344201.792611339, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
620,PDIP,1993 R,28,ZRTD-2010-0006,189,2011-06-13T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,1092.83823958606,70336.5291436763, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
621,PDIP,1972,NV,ZMAP-1985-0014, ,1985-10-21T00:00:00.000Z,PDIP  1972,1900-01-01T00:00:00.000Z,PDIP,3979.88567758631,937562.207085187, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
622,PDIP,1993 R,NONE,ZMAP-2011-0001,200,2011-11-09T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,1050.34956499872,63040.4326386911, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
623,PDIP,1993 R,28,ZMAP-2008-0001,196,2011-06-07T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,3344.11884377233,353315.672922109, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
624,PDIP,1993 R,28,ZRTD-2010-0005,205,2011-07-11T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,2618.36328037449,314423.349590514, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
625,PDIP,1993 R,28,ZRTD-2011-0005,206,2012-01-10T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,3050.25706201226,443693.155694163, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
626,PDIP,1993 R,28,ZRTD-2011-0008,208,2012-02-07T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,3288.51557161664,661384.866391746, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
627,PDIP,1993 R,28,ZRTD-2011-0004,209,2012-03-13T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,2026.81288997461,229192.680968834, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
628,PDIP,1993 R,28,ZRTD-2010-0004,204,2011-11-09T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,1369.39097973825,83523.7294278531, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
629,PDIP,1993 R,NV, , ,1900-01-01T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,492.590307368878,2289.86240852138, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
630,PDIP,1993 R,NV,ZRTD-2014-0006, ,2015-07-15T00:00:00.000Z,PDIP  R93,2017-12-06T00:00:00.000Z,PDIP,24980.3546135507,8447216.77078963, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
631,PDIP,1993 R,NV,ZMAP-1986-0035, ,1987-05-16T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,889.065982750502,10654.7207588641, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
632,PDIP,1993 R,NV,ZMAP-2007-0006,187,2011-01-31T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,320.456429344403,3266.0856578745, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
633,PDIP,1993,NV, , ,1900-01-01T00:00:00.000Z,PDIP  1993,1900-01-01T00:00:00.000Z,PDIP,3251.71882495569,238562.019825945, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
634,PDIP,1993 R,NV,ZMAP-1985-0019, ,1986-05-19T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,536.385067837817,17565.0210024707, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
635,PDIP,1993 R,NV,ZMAP-2006-0025, ,2007-11-20T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,548.134626012891,2972.98777501838, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
636,PDIP,1993 R,NV,ZMAP-1996-0004, ,1997-04-16T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,471.434823007966,12295.0625777938, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
637,PDIP,1993,28, , ,1900-01-01T00:00:00.000Z,PDIP  1993,1900-01-01T00:00:00.000Z,PDIP,5354.28081751272,358055.190963458, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
638,PDIP,1993,28, , ,1900-01-01T00:00:00.000Z,PDIP  1993,1900-01-01T00:00:00.000Z,PDIP,1209.07271094485,2021.06165518158, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
639,PDIP,1972,28, , ,1900-01-01T00:00:00.000Z,PDIP  1972,1900-01-01T00:00:00.000Z,PDIP,4230.59338026986,316262.926522382, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
640,PDIP,1993,28, , ,1900-01-01T00:00:00.000Z,PDIP  1993,1900-01-01T00:00:00.000Z,PDIP,3468.73266403253,205315.90641657, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
641,PDIP,1993,28, , ,1900-01-01T00:00:00.000Z,PDIP  1993,1900-01-01T00:00:00.000Z,PDIP,3.73964382962021,0.0329450003656745, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
642,PDIP,1972,28, , ,1900-01-01T00:00:00.000Z,PDIP  1972,1900-01-01T00:00:00.000Z,PDIP,458.737698553162,163.657989893718, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
643,PDIP,1972,NV, ,2015_0040,1900-01-01T00:00:00.000Z,PDIP  1972,2015-12-03T00:00:00.000Z,PDIP,21488.991467524,3821363.22467028, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
644,PDIP,1993 R,NONE,ZMAP-2008-0017,192,2011-07-19T00:00:00.000Z,93R PDIP,2015-02-09T00:00:00.000Z,PDIP,14016.6726420253,5750516.63569958, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
645,PDIP,1993 R,NONE,ZMAP-2008-0017,192,2011-07-19T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,7002.99959093566,2649059.79703667, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
646,PDIP,1972,NV, , ,1900-01-01T00:00:00.000Z,PDIP  1972,1900-01-01T00:00:00.000Z,PDIP,13835.6573891364,2383702.14387594, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
647,PDIP,1972,28,NO VALUE,217,1900-01-02T00:00:00.000Z,PDIP  1972,2013-03-22T00:00:00.000Z,PDIP,3620.14422511086,654229.106797944, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
648,PDIP,1993 R,NV,ZMAP-1985-0014, ,1985-10-21T00:00:00.000Z,PDIP  1972,2019-01-22T00:00:00.000Z,PDIP,3575.08252798637,122019.166666054, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
649,PDIP,1993 R,28,NO VALUE,NO VALUE,1900-01-02T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,3866.22609135212,781596.772250241, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
650,PDIP,1993 R,28,NO VALUE,NO VALUE,1900-01-02T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,974.02315595823,44897.9807678098, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
651,PDIP,1993 R,28,NO VALUE,NO VALUE,1900-01-02T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,1844.21316378637,207104.440319209, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
652,PDIP,1993 R,28,NO VALUE,NO VALUE,1900-01-02T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,1808.78210554627,206556.992281568, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
653,PDIP,1993 R,28,ZRTD-2010-0002,185,2011-03-07T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,3441.77095681941,632281.815452267, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
654,PDIP,1993 R,28,ZRTD-2012-0002,0,2012-06-05T00:00:00.000Z,PDIP 93 R,2013-01-11T00:00:00.000Z,PDIP,1600.30795407029,162551.572476152, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
655,PDIP,1993 R,28,ZRTD-2011-0011, ,2012-03-13T00:00:00.000Z,PDIP  93 R,2013-01-11T00:00:00.000Z,PDIP,2079.82431136688,245831.783572262, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
656,PDIP,1993 R,NV,ZRTD-2012-0001, ,2012-06-12T00:00:00.000Z,PDIP  93 R,2013-01-11T00:00:00.000Z,PDIP,2636.53752511276,269624.458551347, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
657,PDIP,1993 R,28,ZRTD-2013-0001, ,2013-06-19T00:00:00.000Z,PDIP  93 R,2013-12-26T00:00:00.000Z,PDIP,2108.72324897988,275607.227889013, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
658,PDIP,1993 R,NV,ZMAP-1993-0005,Z2000-0048,1995-11-16T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,3973.32028341408,308382.725707227, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
659,PDIP,1993,NV,ZMAP-1986-0046, ,1988-07-18T00:00:00.000Z,PDIP  1993,1900-01-01T00:00:00.000Z,PDIP,708.936046250149,21370.4717775614, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
660,PDIP,1993,NV, , ,1900-01-01T00:00:00.000Z,PDIP  1993,1900-01-01T00:00:00.000Z,PDIP,3534.23906681919,556819.231233203, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
661,PDIP,1993 R,NV, , ,1900-01-01T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,2015.35525978362,114952.332338693, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
662,PDIP,1972,NV,, ,1900-01-01T00:00:00.000Z,PDIP  1972,1902-01-01T00:00:00.000Z,PDIP,5300.96170098114,243200.263498741, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
663,PDIP,1993 R,NV,ZRTD-2014-0002, ,2014-12-10T00:00:00.000Z,PDIP  93R,2014-12-30T00:00:00.000Z,PDIP,3750.75893747279,635851.095437029, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
664,PDIP,1993,NV, , ,1900-01-01T00:00:00.000Z,PDIP  1993,2015-03-17T00:00:00.000Z,PDIP,1493.92795511327,129908.641731261, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
665,PDIP,1993 R,NV,ZMAP-2008-0009,,2008-10-21T00:00:00.000Z,PDIP 93R,2018-08-16T00:00:00.000Z,PDIP,25861.6434189648,17941241.7987454, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
666,PDIP,1993 R,NV,ZRTD-2014-0003, ,2015-02-11T00:00:00.000Z,PDIP  R93,2015-06-10T00:00:00.000Z,PDIP,2238.24520486905,294649.516660368, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
